ResponseID,Career,ProgramDescr,Level,AcadPlan1Name,AcadPlan1,AcadPlan1Type,DormBuilding,OrignAddrCntry,Q1.a,Q1.b,Q1.c,Q1.d,Q1.e,Q1.f,Q1.g,Q1.h,Q1.1,Q1.2,Q2.a,Q2.b,Q2.c,Q2.d,Q2.e,Q2.f,Q3.a,Q3.b,Q3.c,Q3.d,Q3.e,Q3.f,Q3.g,Q3.h,Q3.i,Q3.j,Q3.k,Q3.l,Q3.m,Q3.n,Q3.o,Q3.1.a,Q3.1.b,Q3.1.c,Q3.1.d,Q4.1,Q4.2,Q4.3,Q5.1,Q5.2,Q5.3,Q5.4,Q5.5a,Q5.5.b,Q5.5.c,Q5.5.d,Q5.5.e
R_3PQVUQ90PXytfLp,MED,Doctor of Medicine,Prof 2,Doctor of Medicine,MEDDOCTR,Major,No Dorm,USA,6,6,6,6,6,6,6,3,3,3,7,7,7,2,7,2,4,4,4,4,4,4,5,4,5,5,4,5,5,4,5,1,1,1,1,2,0,2,1,4,4,4,1,0,0,0,0
R_33rSJMhVrR9DosU,MED,Doctor of Medicine,Prof 2,Doctor of Medicine,MEDDOCTR,Major,No Dorm,USA,7,6,7,2,3,1,1,3,3,5,7,5,5,7,3,6,4,0,4,3,0,0,5,3,4,4,5,0,5,3,1,1,1,0,0,2,0,2,1,5,5,1,0,0,1,0,0
R_3frzdp4862MdjYM,UCOL,Liberal Arts & Sciences,Junior,Psychology,PSYCHBA,Major,Eagle Row 20,USA,3,5,6,3,2,1,2,5,3,4,5,4,2,3,4,3,5,5,5,5,5,4,5,5,3,1,4,4,4,5,4,1,0,0,0,1,2,0,1,1,1,4,0,0,1,0,0
R_1JLvfYvxGWYPQv5,UCOL,Liberal Arts & Sciences,Sophomore,Undeclared - Arts & Sciences,UNDECLARED,Major,Woodruff Hall,USA,3,1,5,5,1,1,1,3,1,2,3,1,1,1,1,3,5,0,0,5,0,0,5,0,5,0,5,5,5,0,0,1,0,0,0,1,3,0,1,4,5,4,0,0,1,0,0
R_u3UEzHE3EbV3GBr,UCOL,Liberal Arts & Sciences,Sophomore,Psychology,PSYCHBA,Major,Harris Hall,USA,3,2,5,1,2,1,1,1,3,5,5,4,4,5,4,5,4,4,5,4,0,5,5,0,4,4,0,0,4,4,5,1,1,0,0,1,2,0,1,1,1,2,1,0,0,0,0
R_2WZjLmsugl9OwWp,UCOL,Liberal Arts & Sciences,Junior,Undeclared - Arts & Sciences,UNDECLARED,Major,Harris Hall,USA,3,6,3,2,4,3,2,5,3,5,7,6,6,6,6,7,3,4,,,,,,,,,,,,,,1,1,0,1,1,2,0,2,4,4,1,0,0,1,0,0
R_2AR3qba199hq7uf,GSAS,Doctor of Philosophy,Adv Stdng,Art History,ARTHISTPHD,Major,No Dorm,USA,7,4,3,5,2,1,1,3,1,1,5,5,4,1,3,6,5,3,5,5,4,4,5,5,2,2,5,5,4,1,1,1,1,1,0,2,0,2,1,4,5,4,1,0,0,0,0
R_1lgWNig2XIEQPy6,GSAS,Doctor of Philosophy,Adv Stdng,Religion,RELPHD,Major,No Dorm,GBR,6,6,5,7,3,1,1,7,2,2,6,6,5,7,6,5,4,3,3,3,3,4,4,4,3,4,2,3,4,1,1,1,1,1,0,2,0,2,2,4,4,4,0,0,1,0,0
R_1NCz7jKnhV4eXQh,GSAS,Doctor of Philosophy,Adv Stdng,Sociology,SOCPHD,Major,No Dorm,USA,5,3,2,5,2,1,1,4,3,4,2,1,1,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,2,0,2,1,4,1,4,1,0,0,0,0
R_2DYVrIBcaA9apKs,GSAS,Doctor of Philosophy,Adv Stdng,Chemistry,CHEMPHD,Major,No Dorm,CHN,7,6,2,5,3,1,1,1,2,3,5,5,5,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,2,1,1,1,1,0,0,0,0
R_3Jz5SvciI9hgxqw,UCOL,Liberal Arts & Sciences,Sophomore,Psychology,PSYCHBA,Major,Woodruff Hall,USA,6,6,7,6,4,1,1,6,3,5,7,7,7,7,7,7,4,4,4,5,4,4,5,5,5,5,5,4,5,3,2,1,0,0,0,1,2,0,1,4,4,4,1,0,0,0,0
R_ugFCufBvCTRXA0F,UCOL,Liberal Arts & Sciences,Junior,Human Health,HHBA,Major,Evans Hall,USA,5,2,6,7,1,3,1,1,3,3,3,5,4,6,5,2,0,0,4,5,3,5,5,0,0,0,0,4,5,2,5,1,1,0,0,1,2,0,1,5,7,4,1,0,0,0,0
R_WfCP7YYq5x28ZTb,UCOL,Liberal Arts & Sciences,Sophomore,Undeclared - Arts & Sciences,UNDECLARED,Major,Woodruff Hall,USA,6,5,5,6,7,6,7,6,5,5,7,7,7,4,7,7,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,1,1,1,0,1,2,0,1,5,5,1,0,0,1,0,0
R_UmWU0zQ48O1fM0V,UBUS,Bachelor of Business Admin,Junior,Business Administration,BUSBBA,Major,Clairmont Residential Center Apts,USA,5,6,4,7,1,3,1,3,3,4,6,4,4,1,3,5,4,4,5,3,5,3,5,2,0,5,3,5,5,4,5,1,1,0,1,1,2,0,1,4,4,1,1,0,0,0,0
R_AEQ2iDSNVZ7typj,UBUS,Bachelor of Business Admin,Junior,Business Administration,BUSBBA,Major,Woodruff Hall,USA,5,5,7,5,1,1,1,1,2,1,5,4,4,4,4,4,3,4,5,4,4,5,5,5,5,5,5,5,5,4,5,1,1,0,0,1,2,0,1,1,4,1,0,0,1,0,0
R_3nHQYpr0uNWSMel,UCOL,Liberal Arts & Sciences,Junior,Environmental Sciences,ENVSBS,Major,Hamilton Holmes,CHN,6,5,5,6,4,7,7,7,5,4,7,7,7,7,6,6,2,5,5,3,5,4,3,4,5,5,4,0,5,5,5,1,1,1,0,1,3,0,2,7,7,1,0,0,1,0,0
R_1itHP0AKNNybkC4,UBUS,Bachelor of Business Admin,Junior,Business Administration,BUSBBA,Major,Woodruff Hall,CHN,5,4,3,5,2,2,1,1,3,2,3,2,2,4,2,1,4,5,4,4,5,3,5,5,5,5,5,5,5,5,3,1,1,0,0,1,2,0,2,5,5,1,1,0,0,0,0
R_2B2GcujzOhy1auB,UCOL,Liberal Arts & Sciences,Freshman,Undeclared - Arts & Sciences,UNDECLARED,Major,Longstreet-Means,USA,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,1,0,0,1,4,0,1,5,5,4,1,0,0,0,0
R_27pPVU7dtrkxvUD,UCOL,Liberal Arts & Sciences,Junior,Biology,BIOLOGYBS,Major,Woodruff Hall,USA,5,5,5,5,5,6,4,4,4,5,6,7,5,6,5,5,5,3,5,5,4,5,5,5,5,5,4,0,5,5,5,1,1,0,0,1,2,0,1,1,8,1,0,0,1,0,0
R_1QzsByGbqQtu7oZ,UCOL,Liberal Arts & Sciences,Junior,Undeclared - Arts & Sciences,UNDECLARED,Major,Woodruff Hall,USA,3,5,3,3,5,3,5,3,2,1,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,4,4,3,4,2,0,0,0,0,1,2,0,1,1,1,1,1,0,0,0,0
R_5zqdF4Gl1SWmZuF,UCOL,Liberal Arts & Sciences,Sophomore,Environmental Sciences,ENVSBA,Major,Harris Hall,IND,6,4,6,7,6,2,3,3,3,5,5,7,6,7,7,6,4,4,5,5,5,5,5,5,5,5,5,0,4,5,1,1,1,0,0,1,2,0,2,4,4,1,1,0,0,0,0
R_2TGCV636wTx4Mtm,UNUR,Bachelor of Science in Nursing,Junior,Nursing,NRBSNAB,Major,No Dorm,USA,5,4,4,1,2,1,1,4,4,4,6,5,5,1,1,4,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,0,1,1,2,3,1,0,0,0,0
R_SDCPDvoQCtZftM5,UCOL,Liberal Arts & Sciences,Junior,Biology,BIOLOGYBS,Major,Harris Hall,USA,4,3,4,5,2,2,2,4,4,5,7,7,7,7,7,7,4,4,5,4,5,5,5,0,0,0,5,3,4,5,1,0,1,0,0,1,2,0,1,4,3,1,1,0,0,0,0
R_Pv4m8C9VAWJOFhf,GSAS,Doctor of Philosophy,Adv Stdng,Chemistry,CHEMPHD,Major,No Dorm,CHN,4,4,4,4,4,4,4,4,3,3,4,3,4,3,2,5,4,5,5,4,4,4,3,3,4,2,3,3,4,3,3,1,1,1,1,2,0,2,2,7,1,1,0,0,1,0,0
R_2pRWSiQRZTPKtVH,GSAS,Master of Development Practice,Full Stdng,Master of Development Practice,DEVPRACMDP,Major,No Dorm,USA,5,7,6,5,6,3,6,4,5,3,7,5,7,6,6,6,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,1,1,0,0,2,0,2,1,3,3,1,1,0,0,0,0
R_2c6gAMOjOMWc1JK,GSAS,Doctor of Philosophy,Adv Stdng,Philosophy,PHILPHD,Major,No Dorm,USA,5,5,6,4,4,2,1,4,2,2,5,5,5,4,3,5,5,4,5,5,5,4,5,4,5,5,5,5,5,1,1,1,1,1,1,2,0,2,1,7,7,1,1,0,0,0,0
R_pEK6iepeSC35XDH,GSAS,Doctor of Philosophy,Adv Stdng,Philosophy,PHILPHD,Major,No Dorm,USA,5,3,5,5,3,1,1,2,2,3,5,5,5,3,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,3,1,1,1,0,2,0,2,1,4,6,4,1,0,0,0,0
R_2z7KLgJJNHi6tKB,UBUS,Bachelor of Business Admin,Junior,Business Administration,BUSBBA,Major,Woodruff Hall,IND,6,4,5,5,5,2,1,5,3,4,6,5,3,7,6,3,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1,1,0,0,1,3,0,2,4,5,1,1,0,0,0,0
R_39PNQMA1GPoeFFP,THEO,Master of Divinity,Prof 1,Divinity,MDVDIVIN,Major,No Dorm,USA,5,5,5,1,5,5,5,1,3,4,6,6,6,6,,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,2,0,3,1,5,5,4,1,0,0,0,0
R_1jxeUrJf63tv2I6,UCOL,Liberal Arts & Sciences,Junior,Computer Science,COMPSCIBS,Major,Evans Hall,USA,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,2,0,1,6,6,4,0,0,1,0,0
R_Rn3OvkFxVnmMf1n,UNUR,Bachelor of Science in Nursing,Junior,Nursing,NURSINGBSN,Major,No Dorm,USA,5,1,5,5,6,3,4,7,2,3,6,7,,7,7,7,3,5,5,4,4,4,5,5,4,3,3,5,3,2,3,0,1,1,0,1,1,0,1,4,3,4,1,0,0,0,0
R_uqQyLFYp6fC1ajn,UCOL,Liberal Arts & Sciences,Junior,Chemistry,CHEMBS,Major,Clairmont Apts Tower,USA,6,6,5,4,5,3,1,2,2,4,6,6,5,6,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,2,0,1,5,5,1,1,0,0,0,0
R_31mf0L4ZSAYScPB,LAW,Doctor of Law,Prof 2,Law,LAWJD,Major,No Dorm,USA,4,4,5,4,3,1,1,5,4,5,5,4,4,6,3,5,5,4,4,4,3,4,4,5,4,5,4,4,4,5,4,1,1,1,0,2,0,2,1,4,3,4,1,0,0,0,0
R_A7BscjDPXSoR7od,GSAS,Doctor of Philosophy,Adv Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,5,4,5,5,1,1,1,4,1,1,5,3,1,4,1,3,5,0,0,5,5,0,5,0,0,0,0,0,5,1,2,1,1,0,0,2,0,2,1,5,7,4,1,0,0,0,0
R_1LheHZbKTpkOI0d,UCOL,Liberal Arts & Sciences,Sophomore,Undeclared - Arts & Sciences,UNDECLARED,Major,Evans Hall,BRA,6,1,5,4,1,3,4,5,2,4,4,3,3,7,5,4,4,3,5,5,5,5,4,5,3,3,4,0,5,3,3,0,1,0,0,1,2,0,2,4,4,4,0,0,1,0,0
R_3p9cOcO2lTXRgju,UOXF,Associate of Arts,Sophomore,Arts & Sciences,ARTSCIAA,Major,Fleming Hall,USA,6,5,5,4,3,1,1,3,2,3,5,6,4,1,3,5,4,3,0,3,4,0,5,0,4,0,4,4,4,2,3,1,1,0,0,1,2,0,1,5,5,6,0,0,1,0,0
R_3jV5zz4DkaC4AC3,UCOL,Liberal Arts & Sciences,Sophomore,Linguistics Major,LINGBA,Major,Harris Hall,USA,7,3,6,7,2,2,1,7,3,4,6,7,6,5,6,5,5,0,5,5,4,0,5,0,5,5,0,3,4,3,4,1,0,0,0,1,2,0,1,4,8,4,1,0,0,0,0
R_2CE89Xp5NmZmUJD,UCOL,Liberal Arts & Sciences,Junior,Philosophy,PHILBA,Major,Woodruff Hall,USA,2,1,6,2,5,1,1,3,1,1,1,1,3,2,4,2,5,3,5,5,4,4,4,4,5,5,5,3,3,2,3,1,0,0,0,1,2,0,1,4,3,4,1,0,0,0,0
R_26lhlsLTtIoL6MS,UCOL,Liberal Arts & Sciences,Sophomore,Psychology,PSYCHBA,Major,Harris Hall,USA,6,4,5,2,3,2,2,3,3,4,4,4,2,7,3,3,0,0,3,0,2,3,3,0,5,4,4,0,3,4,3,1,1,0,0,1,3,0,1,5,5,4,1,0,0,0,0
R_dbTiOSqiIiTTuql,UBUS,Bachelor of Business Admin,Junior,Business Administration,BUSBBA,Major,Harris Hall,USA,6,5,5,4,2,3,1,2,4,4,6,6,5,2,4,3,4,3,5,5,4,0,5,5,0,5,4,3,5,4,4,1,1,1,0,1,2,0,1,4,5,1,0,0,1,0,0
R_3nosvjUNKXjb7Rn,GAH,Doctor of Physical Therapy,Grad Yr 2,Physical Therapy,PHYSTHDPT,Major,No Dorm,USA,7,4,6,1,5,2,1,2,2,2,4,5,4,6,4,4,0,0,0,0,0,0,3,2,3,0,4,4,5,3,2,1,1,0,0,2,0,3,1,4,4,4,1,0,0,0,0
R_1QfM2vUel8HWIX4,THEO,Master of Divinity,Prof 2,Divinity,MDVDIVIN,Major,No Dorm,USA,6,7,6,1,2,1,1,1,1,4,6,5,5,7,6,5,4,4,5,5,4,5,5,4,5,4,5,4,5,1,3,1,1,0,0,2,0,2,1,3,1,4,0,0,1,0,0
R_DHJweMROGVhRWQ9,GSAS,Doctor of Philosophy,Adv Stdng,Nursing,NURSINGPHD,Major,No Dorm,USA,6,3,5,6,3,1,1,5,4,4,6,5,5,5,4,6,4,5,5,5,5,5,5,5,5,5,4,5,5,4,4,1,1,1,1,2,0,3,1,5,5,4,1,0,0,0,0
R_2CcRlrO4dPTEt0T,GAH,Doctor of Physical Therapy,Grad Yr 2,Physical Therapy,PHYSTHDPT,Major,No Dorm,USA,7,5,6,3,7,2,3,1,3,3,7,7,6,7,7,6,5,4,2,4,5,3,5,3,5,5,5,3,4,3,5,1,1,0,0,2,0,2,1,5,4,4,1,0,0,0,0
R_21dokxRS6ZozCZS,GAH,Doctor of Physical Therapy,Grad Yr 2,Physical Therapy,PHYSTHDPT,Major,No Dorm,USA,7,7,5,5,3,2,1,7,3,3,2,5,4,5,5,4,5,0,0,3,5,0,5,3,5,3,0,0,5,3,5,1,1,0,0,2,0,2,1,4,4,4,1,0,0,0,0
R_2RUDShizJt4LJnx,GAH,Doctor of Physical Therapy,Grad Yr 2,Physical Therapy,PHYSTHDPT,Major,No Dorm,USA,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,0,0,2,0,3,1,3,3,3,0,0,1,0,0
R_2xRWeRk9wE5V0BM,GAH,Doctor of Physical Therapy,Grad Yr 2,Physical Therapy,PHYSTHDPT,Major,No Dorm,USA,6,6,6,3,7,1,1,5,4,3,5,4,2,7,4,5,5,4,5,4,5,0,0,0,4,4,3,0,5,5,2,1,1,0,0,2,0,2,1,3,2,4,1,0,0,0,0
R_1K3CEZW07ZTRMC0,LAW,Doctor of Law,Prof 2,Law,LAWJD,Major,No Dorm,USA,7,7,7,3,1,1,1,1,1,1,7,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,4,6,4,1,0,0,0,0
R_21zZkDrfdc6qDjE,LAW,Doctor of Law,Prof 2,Law,LAWJD,Major,No Dorm,USA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,2,1,4,4,3,1,0,0,0,0
R_3sjEmJLzi12v1Sm,LAW,Doctor of Law,Prof 3,Law,LAWJD,Major,No Dorm,USA,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,4,5,1,0,0,0,0,5,0,1,5,5,5,5,1,3,1,1,1,1,2,0,2,1,6,6,4,0,0,1,0,0
R_1nTmv1MmHATMocO,LAW,Doctor of Law,Prof 2,Law,LAWJD,Major,No Dorm,USA,3,3,3,3,3,1,1,1,1,2,4,1,2,2,1,1,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,2,0,2,1,4,5,1,1,0,0,0,0
R_2rwO81rhVRWtjg9,UNUR,Bachelor of Science in Nursing,Junior,Nursing,NURSINGBSN,Major,Clairmont Apts Tower,USA,4,2,3,5,3,1,1,4,3,5,5,5,5,7,6,7,5,0,4,5,5,0,5,0,0,5,3,0,3,5,1,1,1,0,0,1,1,0,1,5,4,4,1,0,0,0,0
R_3dXpc67xpUYnphT,UCOL,Liberal Arts & Sciences,Junior,Sociology,SOCBA,Major,No Dorm,USA,6,7,5,6,4,2,5,6,4,5,7,6,6,4,6,6,4,0,5,3,5,4,4,5,4,3,4,5,4,4,5,1,1,1,0,1,1,0,1,7,7,4,1,0,0,0,0
R_2aQNK1ehkyyQwwu,GAH,Physician Assistant,Grad Yr 2,Physician Assistant,PHYSASTMMS,Major,No Dorm,USA,6,6,6,6,5,1,1,4,3,3,7,7,7,5,5,5,5,0,5,5,4,5,5,0,5,0,0,0,0,3,3,1,1,0,0,2,0,2,1,1,5,5,1,0,0,0,0
R_2anyaP3zE4J610U,LAW,Doctor of Law,Prof 2,Law,LAWJD,Major,No Dorm,USA,6,5,5,3,5,2,3,3,2,4,7,6,5,6,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,3,4,1,1,1,1,2,0,2,1,6,6,4,0,0,1,0,0
R_24jWB0mQzUXi5Av,UCOL,Liberal Arts & Sciences,Sophomore,Undeclared - Arts & Sciences,UNDECLARED,Major,Longstreet-Means,USA,3,3,5,5,3,1,1,6,3,5,5,3,2,6,2,4,5,4,5,5,5,4,0,4,5,5,4,3,4,4,4,1,1,0,0,1,3,0,1,4,5,4,1,0,0,0,0
R_PUwO2FeqZkaHQit,THEO,Doctor of Ministry,Grad Yr 1,Chrch Leadrship & Comm Witness,CHLDCMWTDM,Major,No Dorm,USA,7,3,6,6,5,6,6,6,4,5,6,7,6,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,2,0,3,1,5,4,4,0,0,1,0,0
R_sicUACzsxgwIf0R,LAW,Doctor of Law,Prof 2,Law,LAWJD,Major,No Dorm,USA,5,6,6,4,3,2,1,3,3,3,5,5,5,7,4,4,4,3,5,4,3,4,4,4,5,5,4,4,4,4,3,1,1,0,0,2,0,2,1,4,6,4,1,0,0,0,0
R_2PcDxMirSCAsWSe,LAW,Doctor of Law,Prof 2,Law,LAWJD,Major,No Dorm,USA,6,3,6,2,5,1,1,1,5,1,7,7,7,7,7,6,0,3,5,4,4,0,5,4,5,0,4,5,5,1,3,1,1,1,0,2,0,2,1,7,5,4,0,0,1,0,0
R_1pMXkVSSNe7JEx0,GAH,Physician Assistant,Grad Yr 2,Physician Assistant,PHYSASTMMS,Major,No Dorm,USA,7,7,4,4,4,2,1,4,2,2,7,7,7,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,0,2,0,2,1,5,5,4,1,0,0,0,0
R_3is52Cfc9YDZ15f,PUBH,Master of Public Health,Grad Yr 2,Behavioral Sciences/Health Ed.,BSHEMPH,Major,No Dorm,USA,6,6,7,7,7,1,1,5,4,5,7,5,5,2,2,5,0,5,0,5,5,0,5,5,5,4,4,5,4,5,5,1,1,1,0,2,0,1,1,1,5,4,1,0,0,0,0
R_1OBkVfDisNxaHpv,UCOL,Liberal Arts & Sciences,Freshman,Undeclared - Arts & Sciences,UNDECLARED,Major,Turman,USA,5,3,6,5,5,4,1,5,5,3,7,7,4,5,6,5,4,0,4,0,4,0,5,0,5,5,4,0,5,4,4,1,0,0,0,1,3,0,1,7,6,1,1,0,0,0,0
R_1nPm2knJjRkpk28,LAW,Doctor of Law,Prof 2,Law,LAWJD,Major,No Dorm,USA,4,4,3,2,1,1,1,5,2,4,4,5,4,5,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,2,0,2,1,4,7,4,0,0,1,0,0
R_PumBxjwc0T6oKo9,LAW,Doctor of Law,Prof 2,Law,LAWJD,Major,No Dorm,USA,7,7,7,5,5,3,3,3,1,1,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,1,0,1,2,0,2,1,7,7,1,1,0,0,0,0
R_2TuXLES2AopaFG5,LAW,Doctor of Law,Prof 2,Law,LAWJD,Major,No Dorm,USA,7,7,7,1,7,1,1,1,1,1,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,2,0,2,1,6,6,4,1,0,0,0,0
R_1mOA50RvULzLnpG,LAW,Doctor of Law,Prof 2,Law,LAWJD,Major,No Dorm,USA,7,7,7,4,5,1,1,6,3,3,7,7,7,7,7,7,0,5,5,5,0,5,5,0,5,0,0,4,5,1,1,1,1,0,0,2,0,2,1,4,1,4,1,0,0,0,0
R_2zkVfcYHKqxRpqZ,LAW,Doctor of Law,Prof 2,Law,LAWJD,Major,No Dorm,PRI,3,4,5,4,2,1,1,3,2,5,6,6,6,7,6,4,5,5,5,5,5,5,5,5,5,5,5,3,5,2,3,1,1,0,0,2,0,2,1,7,7,2,1,0,0,0,0
R_3n3qufNwIf9QNDP,UCOL,Liberal Arts & Sciences,Sophomore,Undeclared - Arts & Sciences,UNDECLARED,Major,Hamilton Holmes,USA,5,2,6,3,1,5,3,3,4,3,5,2,3,5,1,3,5,3,5,5,2,4,3,5,2,2,5,5,5,5,4,1,1,0,0,1,4,0,1,5,4,4,0,0,1,0,0
R_6QlRhuS8VivS3x7,THEO,Master of Divinity,Prof 1,Divinity,MDVDIVIN,Major,No Dorm,USA,6,4,5,5,4,2,1,3,3,5,5,6,5,3,5,5,4,4,4,5,4,4,5,4,5,5,4,2,4,3,3,1,1,0,0,2,0,1,1,5,4,4,0,0,1,0,0
R_2Y2MqdKvMNfh8wY,PUBH,Master of Public Health,Grad Yr 1,Global Health,IHMPH,Major,No Dorm,USA,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,5,5,5,5,5,3,2,1,1,3,1,4,0,5,3,0,0,0,0,2,0,1,1,5,8,4,1,0,0,0,0
R_110YrUahj1dlGQi,UCOL,Liberal Arts & Sciences,Freshman,Undeclared - Arts & Sciences,UNDECLARED,Major,Raoul Hall,USA,5,3,5,5,2,3,1,3,3,5,4,4,4,3,4,3,4,0,3,5,4,0,5,0,0,3,4,4,4,4,4,1,0,0,0,1,3,0,1,5,4,4,1,0,0,0,0
R_2sIWAW6Mk8sKxTH,PUBH,Master of Public Health,Grad Yr 1,Epidemiology,EPIMPH,Major,No Dorm,USA,7,6,6,3,7,1,1,3,1,3,7,6,7,7,6,7,5,4,4,5,5,4,5,5,5,5,5,4,5,2,4,1,1,1,0,2,0,1,1,5,5,4,1,0,0,0,0
R_b282ojoSydViOf7,PUBH,Master of Public Health,Grad Yr 1,Epidemiology,EPIMPH,Major,No Dorm,USA,7,4,5,7,4,3,1,7,1,4,7,5,5,7,7,6,4,0,0,5,5,4,5,0,5,0,0,0,0,5,5,1,0,1,1,2,0,1,1,4,3,4,1,0,0,0,0
R_DMmIWU3ErAwbV6h,UOXF,Associate of Arts,Freshman,Arts & Sciences,ARTSCIAA,Major,Elizer Hall,USA,7,7,7,7,7,4,5,7,4,5,7,7,7,7,7,7,5,4,5,5,5,5,5,5,5,5,5,5,4,4,5,1,1,1,1,1,3,0,1,5,6,4,0,0,1,0,0
R_3NHRtcWe9I3EsjW,THEO,Master Theological Stdy,Grad Yr 1,Theological Studies,THEOLSTMTS,Major,No Dorm,USA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,1,0,0,2,0,4,1,6,5,4,0,0,1,0,0
R_12D7jGABHTbjmIp,PUBH,Master of Public Health,Grad Yr 1,Behavioral Sciences/Health Ed.,BSHEMPH,Major,No Dorm,USA,5,3,6,4,2,1,1,6,3,4,5,6,5,5,4,4,5,5,0,5,5,0,5,5,5,5,5,0,5,5,4,1,1,0,0,2,0,1,1,2,3,4,1,0,0,0,0
R_2uxgDiRWHN5urfw,UCOL,Liberal Arts & Sciences,Sophomore,Undeclared - Arts & Sciences,UNDECLARED,Major,No Dorm,USA,6,5,7,3,5,4,1,3,3,2,7,7,7,7,5,5,5,3,0,5,5,4,5,5,5,5,4,0,4,3,3,1,1,0,0,1,3,0,1,5,5,6,1,0,0,0,0
R_24ouspd7v9U8Nei,UCOL,Liberal Arts & Sciences,Sophomore,Undeclared - Arts & Sciences,UNDECLARED,Major,Thomas Hall,USA,7,4,6,7,3,1,1,3,3,3,6,6,5,6,5,7,4,4,5,5,5,5,5,5,5,5,5,3,5,4,4,1,1,1,0,1,3,0,1,5,3,3,1,0,0,0,0
R_1rkRqHFA1smI7Md,UCOL,Liberal Arts & Sciences,Sophomore,Undeclared - Arts & Sciences,UNDECLARED,Major,Longstreet-Means,USA,6,5,7,7,5,4,4,4,5,5,7,4,5,5,5,6,4,4,0,3,4,4,4,4,4,0,0,4,4,4,5,1,0,0,0,1,3,0,1,3,1,6,1,0,0,0,0
R_3hoQ0YgGfxyBExp,PUBH,Master of Public Health,Grad Yr 1,Behavioral Sciences/Health Ed.,BSHEMPH,Major,No Dorm,USA,3,2,3,2,3,1,1,1,1,5,2,3,2,3,2,3,5,0,0,5,5,0,4,0,5,5,5,0,5,3,2,1,1,0,0,2,0,1,1,5,6,4,1,0,0,0,0
R_3Mif5AfMTfbSJfW,GNUR,Master of Science in Nursing,Grad Yr 1,Family Nurse-Midwife,NRFNM,Major,No Dorm,USA,6,5,6,5,3,1,1,5,3,3,6,7,6,7,7,6,5,4,3,5,4,3,5,5,5,5,4,4,4,3,4,1,1,0,0,2,0,1,1,5,6,4,1,0,0,0,0
R_4MTVAE2WxfIOJJD,PUBH,Master of Public Health,Grad Yr 1,Health Policy and Management,HPMMPH,Major,No Dorm,USA,7,3,6,4,3,2,1,7,3,2,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0
R_3IbK5lGRuWXausp,PUBH,Master of Science Public Hlth,Grad Yr 1,Global Epidemiology,GLEPIMSPH,Major,No Dorm,USA,5,5,6,3,6,3,4,3,3,3,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,1,1,1,2,0,1,1,5,6,4,1,0,0,0,0
R_2dHltfcIzcY36lV,PUBH,Master of Public Health,Grad Yr 1,Applied Epidemiology,APEPIMPH,Major,No Dorm,USA,7,7,5,7,5,1,1,3,3,3,7,6,7,5,6,6,5,5,3,4,3,2,,,,5,,5,3,3,4,0,1,0,0,2,0,1,1,6,5,1,1,0,0,0,0
